course_title,platform,tags,level,rating,url
Bitcoin and Cryptocurrencies,edX,Computer Science,Introductory,4.0,https://www.edx.org/course/bitcoin-and-cryptocurrencies
English Grammar and Style,edX,Humanities,Introductory,4.0,https://www.edx.org/course/english-grammar-and-style
Ethics in Action,edX,Ethics,Intermediate,4.0,https://www.edx.org/course/ethics-in-action
Introduction to FinTech,edX,Economics & Finance,Introductory,4.0,https://www.edx.org/course/introduction-to-fintech
Data Science: R Basics,edX,Data Analysis & Statistics,Introductory,4.0,https://www.edx.org/course/data-science-r-basics
Python Basics for Data Science,edX,Data Analysis & Statistics,Introductory,4.0,https://www.edx.org/course/python-basics-for-data-science
The Science of Beer,edX,Food & Nutrition,Introductory,4.0,https://www.edx.org/course/the-science-of-beer
Strategic Social Media Marketing,edX,Business & Management,Advanced,4.0,https://www.edx.org/course/strategic-social-media-marketing
CS50's Introduction to Artificial Intelligence with Python,edX,Computer Science,Introductory,4.0,https://www.edx.org/course/cs50s-introduction-to-artificial-intelligence-with-python
CS50's Introduction to Game Development,edX,Computer Science,Intermediate,4.0,https://www.edx.org/course/cs50s-introduction-to-game-development
Rhetoric: The Art of Persuasive Writing and Public Speaking,edX,Humanities,Introductory,4.0,https://www.edx.org/course/rhetoric-art-of-persuasive-writing-public-speaking
CS50's Web Programming with Python and JavaScript,edX,Computer Science,Intermediate,4.0,https://www.edx.org/course/cs50s-web-programming-with-python-and-javascript
Contract Law: From Trust to Promise to Contract,edX,Business & Management,Intermediate,4.0,https://www.edx.org/course/contract-law-from-trust-to-promise-to-contract
"Fundamentals of Neuroscience, Part 1: The Electrical Properties of the Neuron",edX,Biology & Life Sciences,Introductory,4.0,https://www.edx.org/course/fundamentals-of-neuroscience-part-1-the-electrical
Justice,edX,Humanities,Introductory,4.0,https://www.edx.org/course/justice-2
Data Science: Machine Learning,edX,Data Analysis & Statistics,Introductory,4.0,https://www.edx.org/course/data-science-machine-learning
Child Protection: Children's Rights in Theory and Practice,edX,Social Sciences,Introductory,4.0,https://www.edx.org/course/child-protection-childrens-rights-in-theory-and-pr
IELTS Academic Test Preparation,edX,Communication,Introductory,4.0,https://www.edx.org/course/ielts-academic-test-preparation
The Architectural Imagination,edX,Architecture,Introductory,4.0,https://www.edx.org/course/the-architectural-imagination
TOEFL® Test Preparation: The Insider’s Guide,edX,Communication,Introductory,4.0,https://www.edx.org/course/toefl-test-preparation-the-insiders-guide
Principles of Biochemistry,edX,Medicine,Intermediate,4.0,https://www.edx.org/course/principles-of-biochemistry
Using Python for Research,edX,Computer Science,Intermediate,4.0,https://www.edx.org/course/using-python-for-research
Hinduism Through Its Scriptures,edX,Humanities,Introductory,4.0,https://www.edx.org/course/hinduism-through-its-scriptures
Basic Spanish 1: Getting Started,edX,Communication,Introductory,4.0,https://www.edx.org/course/basic-spanish-1-getting-started
The Health Effects of Climate Change,edX,Environmental Studies,Introductory,4.0,https://www.edx.org/course/the-health-effects-of-climate-change
Inglés básico: conversacional y networking,edX,Business & Management,Introductory,4.0,https://www.edx.org/course/fundamentos-de-ingles-basico-conversacional-y-networking
Statistics and R,edX,Data Analysis & Statistics,Intermediate,4.0,https://www.edx.org/course/statistics-and-r
Science & Cooking: From Haute Cuisine to Soft Matter Science (chemistry),edX,Chemistry,Introductory,4.0,https://www.edx.org/course/science-cooking-from-haute-cuisine-to-soft-matter
Pyramids of Giza: Ancient Egyptian Art and Archaeology,edX,Art & Culture,Introductory,4.0,https://www.edx.org/course/pyramids-of-giza-ancient-egyptian-art-and-archaeol
"PredictionX: Omens, Oracles & Prophecies",edX,Social Sciences,Introductory,4.0,https://www.edx.org/course/omens-oracles-prophecies
Excel: Fundamentos y herramientas,edX,Computer Science,Introductory,4.0,https://www.edx.org/course/excel-fundamentos-y-herramientas
Lessons from Ebola: Preventing the Next Pandemic,edX,Social Sciences,Introductory,4.0,https://www.edx.org/course/lessons-from-ebola-preventing-the-next-pandemic
Improving Global Health: Focusing on Quality and Safety,edX,Social Sciences,Intermediate,4.0,https://www.edx.org/course/improving-global-health-focusing-on-quality-and-sa
CS50 for Lawyers,edX,Computer Science,Introductory,4.0,https://www.edx.org/course/cs50-for-lawyers
Data Science: Visualization,edX,Data Analysis & Statistics,Introductory,4.0,https://www.edx.org/course/data-science-visualization
Christianity Through Its Scriptures,edX,Humanities,Introductory,4.0,https://www.edx.org/course/christianity-through-its-scriptures
The Science of Happiness,edX,Social Sciences,Introductory,4.0,https://www.edx.org/course/the-science-of-happiness-3
Leaders of Learning,edX,Communication,Introductory,4.0,https://www.edx.org/course/leaders-of-learning
Exercising Leadership: Foundational Principles,edX,Business & Management,Introductory,4.0,https://www.edx.org/course/exercising-leadership-foundational-principles
Data Science: Probability,edX,Data Analysis & Statistics,Introductory,4.0,https://www.edx.org/course/data-science-probability
Introduction to Data Wise: A Collaborative Process to Improve Learning & Teaching,edX,Education & Teacher Training,Intermediate,4.0,https://www.edx.org/course/introduction-to-data-wise-a-collaborative-process
"Prescription Drug Regulation, Cost, and Access: Current Controversies in Context",edX,Medicine,Introductory,4.0,https://www.edx.org/course/prescription-drug-regulation-cost-and-access-curre
Introduction to Family Engagement in Education,edX,Education & Teacher Training,Introductory,4.0,https://www.edx.org/course/introduction-to-family-engagement-in-education
Italian Language and Culture: Beginner (2019-2020),edX,Language,Introductory,4.0,https://www.edx.org/course/italian-language-and-culture-beginner-2019-2020
Steps in Japanese for Beginners1 Part1,edX,Language,Introductory,4.0,https://www.edx.org/course/steps-in-japanese-for-beginners1-part1-2
How to Write an Essay,edX,Humanities,Introductory,4.0,https://www.edx.org/course/how-to-write-an-essay
Energy Within Environmental Constraints,edX,Environmental Studies,Introductory,4.0,https://www.edx.org/course/energy-within-environmental-constraints
Introduction to Probability,edX,Data Analysis & Statistics,Intermediate,4.0,https://www.edx.org/course/introduction-to-probability
AnatomyX: Musculoskeletal Cases,edX,Medicine,Intermediate,4.0,https://www.edx.org/course/anatomyx-musculoskeletal-cases
Data Science: Inference and Modeling,edX,Data Analysis & Statistics,Introductory,4.0,https://www.edx.org/course/data-science-inference-and-modeling
Strengthening Community Health Worker Programs,edX,Health & Safety,Introductory,4.0,https://www.edx.org/course/strengthening-community-health-worker-programs
Buddhism Through Its Scriptures,edX,Humanities,Introductory,4.0,https://www.edx.org/course/buddhism-through-its-scriptures
Introduction to Linux,edX,Computer Science,Introductory,4.0,https://www.edx.org/course/introduction-to-linux
"Bioethics: The Law, Medicine, and Ethics of Reproductive Technologies and Genetics",edX,Medicine,Introductory,4.0,https://www.edx.org/course/bioethics-the-law-medicine-and-ethics-of-reproduct
Shakespeare's Life and Work,edX,Humanities,Introductory,4.0,https://www.edx.org/course/shakespeares-life-and-work
Marketing Digital: Content & Community Manager,edX,Communication,Introductory,4.0,https://www.edx.org/course/marketing-digital-content-community-manager
Accounting and Finance,edX,Business & Management,Intermediate,4.0,https://www.edx.org/course/accounting-and-finance
Computing in Python I: Fundamentals and Procedural Programming,edX,Computer Science,Introductory,4.0,https://www.edx.org/course/computing-in-python-i-fundamentals-and-procedural
"Nutrition, Exercise and Sports",edX,Food & Nutrition,Intermediate,4.0,https://www.edx.org/course/nutrition-exercise-and-sports
Becoming an Entrepreneur,edX,Business & Management,Introductory,4.0,https://www.edx.org/course/becoming-an-entrepreneur
"Religion, Conflict and Peace",edX,Humanities,Introductory,4.0,https://www.edx.org/course/religion-conflict-and-peace
"Tangible Things: Discovering History Through Artworks, Artifacts, Scientific Specimens, and the Stuff Around You",edX,Humanities,Introductory,4.0,https://www.edx.org/course/tangible-things-discovering-history-through-artwor
Academic and Business Writing,edX,Communication,Introductory,4.0,https://www.edx.org/course/academic-and-business-writing
Data Science: Capstone,edX,Data Analysis & Statistics,Introductory,4.0,https://www.edx.org/course/data-science-capstone
Basics of Computing and Programming,edX,Computer Science,Introductory,4.0,https://www.edx.org/course/basics-of-computing-and-programming
"Fundamentals of Neuroscience, Part 2: Neurons and Networks",edX,Biology & Life Sciences,Introductory,4.0,https://www.edx.org/course/fundamentals-of-neuroscience-part-2-neurons-and-ne
Successful Negotiation: Essential Strategies and Skills,edX,Business & Management,Introductory,4.0,https://www.edx.org/course/successful-negotiation-essential-strategies-and-skills
Data Science: Linear Regression,edX,Data Analysis & Statistics,Introductory,4.0,https://www.edx.org/course/data-science-linear-regression
HTML5 and CSS Fundamentals,edX,Computer Science,Introductory,4.0,https://www.edx.org/course/html5-and-css-fundamentals
Data Science: Productivity Tools,edX,Data Analysis & Statistics,Introductory,4.0,https://www.edx.org/course/data-science-productivity-tools
Introduction to Corporate Finance,edX,Business & Management,Introductory,4.0,https://www.edx.org/course/introduction-to-corporate-finance
Computer Science 101,edX,Computer Science,Introductory,4.0,https://www.edx.org/course/computer-science-101
Data Science: Wrangling,edX,Data Analysis & Statistics,Introductory,4.0,https://www.edx.org/course/data-science-wrangling
A Hands-on Introduction to Engineering Simulations,edX,Engineering,Intermediate,4.0,https://www.edx.org/course/a-hands-on-introduction-to-engineering-simulations
AI for Everyone: Master the Basics,edX,Computer Science,Introductory,4.0,https://www.edx.org/course/artificial-intelligence-for-everyone
The Psychology of Criminal Justice,edX,Humanities,Introductory,4.0,https://www.edx.org/course/the-psychology-of-criminal-justice
Machine Learning with Python: A Practical Introduction,edX,Data Analysis & Statistics,Introductory,4.0,https://www.edx.org/course/machine-learning-with-python-a-practical-introduct
Analyzing Data with Python,edX,Data Analysis & Statistics,Introductory,4.0,https://www.edx.org/course/analyzing-data-with-python
Excel: gestión de datos,edX,Computer Science,Intermediate,4.0,https://www.edx.org/course/excel-gestion-de-datos
Probability - The Science of Uncertainty and Data,edX,Data Analysis & Statistics,Advanced,4.0,https://www.edx.org/course/probability-the-science-of-uncertainty-and-data
"Fundamentals of Neuroscience, Part 3: The Brain",edX,Biology & Life Sciences,Introductory,4.0,https://www.edx.org/course/fundamentals-of-neuroscience-part-3-the-brain
Sikhism Through Its Scriptures,edX,Humanities,Introductory,4.0,https://www.edx.org/course/sikhism-through-its-scriptures
Upper-Intermediate English: Business and Modern Life,edX,Language,Intermediate,4.0,https://www.edx.org/course/upper-intermediate-english-modern-life
Introduction to Probability,edX,Data Analysis & Statistics,Intermediate,4.0,https://www.edx.org/course/introduction-to-probability
Religious Literacy: Traditions and Scriptures,edX,Humanities,Introductory,4.0,https://www.edx.org/course/religious-literacy-traditions-and-scriptures
Programación para todos (empezando con Python),edX,Computer Science,Introductory,4.0,https://www.edx.org/course/programacion-para-todos-empezando-con-python
Analyzing and Visualizing Data with Power BI,edX,Data Analysis & Statistics,Introductory,4.0,https://www.edx.org/course/data-analysis-in-power-bi
High-Dimensional Data Analysis,edX,Data Analysis & Statistics,Advanced,4.0,https://www.edx.org/course/high-dimensional-data-analysis
Introduction To Music Theory,edX,Humanities,Introductory,4.0,https://www.edx.org/course/introduction-to-music-theory-2
Human Anatomy,edX,Medicine,Introductory,4.0,https://www.edx.org/course/human-anatomy
"CitiesX: The Past, Present and Future of Urban Life",edX,Social Sciences,Introductory,4.0,https://www.edx.org/course/citiesx-the-past-present-and-future-of-urban-life
The Path to Happiness: What Chinese Philosophy Teaches us about the Good Life,edX,Philosophy & Ethics,Introductory,4.0,https://www.edx.org/course/the-path-to-happiness
Entrepreneurship 101: Who is your customer?,edX,Business & Management,Introductory,4.0,https://www.edx.org/course/entrepreneurship-101-who-is-your-customer
"U.S. Public Policy: Social, Economic, and Foreign Policies",edX,Social Sciences,Introductory,4.0,https://www.edx.org/course/us-public-policy-social-economic-and-foreign-polic
Machine Learning with Python: from Linear Models to Deep Learning,edX,Computer Science,Advanced,4.0,https://www.edx.org/course/machine-learning-with-python-from-linear-models-to
Introduction to Data Science,edX,Data Analysis & Statistics,Introductory,4.0,https://www.edx.org/course/intro-to-data-science
Circuits and Electronics 1: Basic Circuit Analysis,edX,Electronics,Introductory,4.0,https://www.edx.org/course/circuits-and-electronics-1-basic-circuit-analysi-2
Introduction to Investments,edX,Business & Management,Intermediate,4.0,https://www.edx.org/course/introduction-to-investments
Improving Your Business Through a Culture of Health,edX,Business & Management,Introductory,4.0,https://www.edx.org/course/improving-your-business-through-a-culture-of-healt
Introduction to Linear Models and Matrix Algebra,edX,Math,Intermediate,4.0,https://www.edx.org/course/introduction-to-linear-models-and-matrix-algebra
